text,label,scenario_type,channel,speaker_role_pattern,fraud_stage,has_code_request,has_money_transfer_request,has_urgency,has_threat,has_authority_impersonation,has_sensitive_data_request,has_remote_access_request,victim_confused_or_resisting,risk_markers_count
Заказ доставлен по адресу ул. Момышулы 12 Спасибо за покупку,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Медицинская лаборатория Ваши анализы на COVID-19 положительны Штраф 5000,fraud,medical_or_service_fraud,sms,single_message,hook,0,1,1,1,0,0,0,0,3
Международная посылка прошла таможню Доставка ожидается 30 июня,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Полиция Казахстана Ваш автомобиль в розыске Позвоните для урегулирования,fraud,government_or_police,call,dialogue,pressure,0,0,0,1,1,0,0,0,2
Ваш заказ доставлен по адресу ул Центральная Спасибо за покупку,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш международный перевод задержан Оплатите комиссию 100000 для получения,fraud,delivery_fee,sms,single_message,hook,0,1,0,1,0,0,0,0,2
Казпочта Ваше письмо ожидает в отделении 27 до 1 июля,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Оплата штрафа за нарушение ПДД 30000 тенге Оплатите до 30 июня,fraud,generic_fraud,sms,single_message,data_request,0,0,0,1,0,0,0,0,1
Срочно оплатите задолженность за иначе отключим газ,fraud,generic_fraud,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Ваша карта заблокирована по подозрению в мошенничестве Разблокируйте назвав CVV код,fraud,generic_fraud,sms,single_message,data_request,0,0,0,1,0,1,0,0,2
Запись к дерматологу подтверждена 10 июня в 12:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Груз прибыл но застрял на контроле Оплатите экологический сбор 10000 срочно,fraud,delivery_fee,sms,single_message,pressure,0,0,0,0,0,0,0,0,0
ВНИМАНИЕ Срочно оплатите задолженность за иначе отключим газ,fraud,generic_fraud,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
ВНИМАНИЕ Ваш интернет будет отключен за нарушения Оплатите штраф,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
СРОЧНО Ваша SIM будет заблокирована через 1 час Позвоните по 8000,fraud,sim_block,sms,single_message,data_request,1,0,1,0,0,0,0,0,2
Ваша SIM использована для мошенничества Заблокируйте позвонив нам,fraud,generic_fraud,sms,single_message,data_request,1,0,1,0,0,0,0,0,2
"Сотрудник - Здравствуйте
Ответчик - Здравствуйте
Сотрудник - Служба безопасности Halyk Bank
Сотрудник - Зафиксирован вход с незнакомого устройства в ваш аккаунт
Сотрудник - Подтвердите что это вы назвав код верификации",fraud,bank_impersonation,call,dialogue,hook,0,0,1,1,0,0,0,0,2
Ваше обращение принято Ответим в течение 2 часов,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
аренда завершена Стоимость поездки,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Услуга Интернет подключена Стоимость,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Аренда самоката завершена Стоимость 5000 тенге Спасибо,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши документы использованы для мошенничества Позвоните в полицию 7700,fraud,generic_fraud,sms,single_message,data_request,1,1,1,1,0,0,0,0,4
Уголовное дело возбуждено Для прекращения оплатите залог 30000 тенге срочно,fraud,government_or_police,call,dialogue,hook,0,0,1,1,1,0,0,0,3
ВНИМАНИЕ Ваш аккаунт взломан Восстановление за,fraud,generic_fraud,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
"Оператор - Здравствуйте
Клиент - Да
Оператор - Мы получили ваш запрос на смену номера доставки
Оператор - Если заявку отправляли не вы просто отмените ее в личном кабинете",normal,delivery_fee,call,dialogue,benign,0,0,0,0,1,0,0,0,1
Ваш интернет будет отключен за нарушения Оплатите штраф Времени мало,fraud,generic_fraud,sms,single_message,transfer_request,0,1,1,1,0,0,0,0,3
Коммунальные услуги оплачены 2000 тенге Квитанция на почте,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
в пути с заказом Ожидаемое время доставки,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Последнее предупреждение о блокировке сим карты продлите сейчас,fraud,sim_block,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
"Мошенник - Добрый день
Ответчик - Да
Мошенник - На вашем устройстве замечена вирусная активность
Мошенник - Мы переведем вас на специалиста
Мошенник - Установите программу удаленного доступа",fraud,remote_access,call,dialogue,transfer_request,0,1,0,0,0,0,1,0,2
Megafon Услуга будет приостановлена Оплатите 2000 для продления тарифа,fraud,sim_block,sms,single_message,pressure,0,0,1,1,0,0,0,0,2
"Мошенник - Здравствуйте
Ответчик - Слушаю
Мошенник - Это служба безопасности Kaspi Bank
Мошенник - По вашей карте проходит подозрительная операция на 150000 тенге
Мошенник - Чтобы её отменить назовите код из смс",fraud,bank_impersonation,call,dialogue,hook,1,0,1,0,1,0,0,0,3
"Сотрудник - Добрый вечер
Клиент - Здравствуйте
Сотрудник - Служба безопасности ForteBank
Сотрудник - Выявлена подозрительная транзакция 30000 тенге
Сотрудник - Для отмены нужен код верификации из смс",fraud,bank_impersonation,call,dialogue,hook,1,0,1,0,1,0,0,0,3
Подтверждение операции Код Если это не вы обратитесь в,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Тренировка отменяется 5 июля Следующее занятие 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Покупка в на сумму Доступный лимит Спасибо за обращение,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Звонящий - Здравствуйте
Ответчик - Да
Звонящий - Это Jusan Bank служба безопасности
Звонящий - На вас оформляют заявку на кредит 100000 тенге
Звонящий - Назовите код чтобы мы отменили заявку",fraud,bank_impersonation,call,dialogue,data_request,1,1,0,1,1,0,0,0,4
Ваш интернет будет отключен за нарушения Избежать блокировки можно оплатив штраф,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
Саша документы готовы Заберите в офисе с до,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Мошенник - Добрый день
Клиент - Да
Мошенник - Kaspi Bank антифрод отдел
Мошенник - Ваши средства 20000 тенге пытаются перевести мошенники
Мошенник - Назовите код из смс мы немедленно заблокируем транзакцию",fraud,bank_impersonation,call,dialogue,hook,0,0,0,0,1,0,0,0,1
Папа я разбил машину полиция требует 2000 за урегулирование,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,1,0,0,0,0,3
Сортировочный центр принял ваше отправление KZ123456789,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
С вашего счета хотят снять 150000 Если не вы позвоните срочно,fraud,generic_fraud,sms,single_message,unknown,0,0,0,0,0,1,0,0,1
Страховая компания Ваша медицинская страховка истекла Продлите за 100000 тенге,fraud,medical_or_service_fraud,sms,single_message,transfer_request,0,1,1,1,0,0,0,0,3
Ваш заказ с WB отправлен Трек RU123456 Ожидаемая дата 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
ВНИМАНИЕ Ваш тариф будет изменен на дорогой Отмените изменения кодом,fraud,generic_fraud,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Оплата штрафа за нарушение ПДД 100000 тенге Оплатите до 25 мая,fraud,generic_fraud,sms,single_message,data_request,0,1,1,0,0,0,0,0,2
Посылка пришла в пункт выдачи ул. Абая 10 Заберите до 30 июня,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Мошенник - Добрый день
Клиент - Да
Мошенник - Kaspi Bank антифрод отдел
Мошенник - Ваши средства 50000 тенге пытаются перевести мошенники
Мошенник - Назовите код из смс мы немедленно заблокируем транзакцию",fraud,bank_impersonation,call,dialogue,data_request,1,0,1,0,1,0,0,0,3
Ваш кредит одобрен на 5000 тенге Активируйте перейдя по ссылке,fraud,generic_fraud,sms,single_message,unknown,0,0,1,0,0,0,0,0,1
Ваш номер заблокируют за неактивность Активируйте кодом,fraud,generic_fraud,sms,single_message,hook,0,0,0,1,0,0,0,0,1
Нотариально заверенная копия готова Заберите в течение 12 дней,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
У вас заказная посылка Доплатите для получения Не откладывайте,fraud,delivery_fee,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Ваш номер заблокируют за неактивность Активируйте кодом 5678,fraud,generic_fraud,sms,single_message,pressure,0,0,1,0,1,0,0,0,2
Прием у офтальмолога 10 июня ул ул. Момышулы 12 Возьмите страховку,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Привет дочка
Привет мам
Это мой новый номер, старый телефон сломался, сохрани пожалуйста",normal,benign_service,call,dialogue,benign,0,0,0,0,0,0,0,0,0
Встреча с менеджером подтверждена 1 июля в 10:00 офис пр. Аль-Фараби 77,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Мам я влип Нужно срочно 500 никому не говори переведи сейчас,fraud,relative_in_trouble,sms,single_message,hook,0,1,1,0,0,0,0,0,2
Доставка еды от KFC оплачена 1000 тенге Курьер уже едет,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш запрос на возврат 30000 тенге обрабатывается до 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Мам не пугайся Я в больнице понадобилась операция нужно 3000,fraud,relative_in_trouble,sms,single_message,hook,0,1,1,0,0,0,0,0,2
Ваш номер выбран для специального предложения Позвоните для получения,fraud,generic_fraud,sms,single_message,unknown,1,0,1,1,0,0,0,0,3
Megafon Услуга будет приостановлена Оплатите 15000 для продления тарифа,fraud,sim_block,sms,single_message,pressure,0,0,1,1,1,0,0,0,3
"Привет, это я, сменила номер телефона, напиши мне сюда",normal,benign_service,messenger,single_message,benign,0,0,0,0,0,0,0,0,0
Курсы казахского языка продолжаются 5 июля в 09:00 кабинет 937,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Промокод 9012 на скидку 15% действует до 1 июля,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Перевод на карту выполнен успешно,normal,benign_service,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
ВНИМАНИЕ Ваш паспорт недействителен Восстановите через портал оплатив,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,1,0,0,2
Результаты МРТ критические Нужна срочная консультация специалиста за 50000,fraud,medical_or_service_fraud,sms,single_message,hook,0,1,1,0,0,0,0,0,2
Ваша карта лояльности активирована Баллов на счету 2253,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
подано Водитель Михаил авто серый время подачи мин Хорошего дня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш заказ доставлен по адресу ул Ленина Спасибо за покупку Спасибо за обращение,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
У вас обнаружено заболевание Необходимо срочное лечение за,fraud,generic_fraud,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
Вы выиграли приз 200000 тенге Для получения назовите код из смс,fraud,generic_fraud,sms,single_message,pressure,1,0,0,1,1,1,0,0,4
"Звонящий - Здравствуйте
Ответчик - Да
Звонящий - Это Jusan Bank служба безопасности
Звонящий - На вас оформляют заявку на кредит 5000 тенге
Звонящий - Назовите код чтобы мы отменили заявку",fraud,bank_impersonation,call,dialogue,hook,1,0,1,0,0,0,0,0,2
Ваш аккаунт будет заблокирован Для разблокировки оплатите 30000 тенге,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
Вакцинация от гриппа доступна в вашей поликлинике до 30 июня,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Бронирование отеля Holiday Inn подтверждено с 25 мая по 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Специалист - Алло
Ответчик - Да кто это
Специалист - Это Kaspi техподдержка
Специалист - Ваши данные под угрозой
Специалист - Установите RustDesk и дайте доступ нашему специалисту для проверки",fraud,remote_access,call,dialogue,data_request,0,0,1,0,0,1,1,0,3
Уведомление лаборатории Выявлено опасное заболевание Курс лечения 200000 тенге,fraud,medical_or_service_fraud,sms,single_message,hook,0,1,1,0,1,0,0,0,3
Роуминг активирован Тарифы звонки интернет,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Курьер везет ваш заказ Прибудет через 20 минут,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Мама у меня проблемы срочно нужны деньги Переведи на номер карты,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,1,0,0,3
Внимание Ваш договор с оператором истек Продлите оплатив 5000 по ссылке,fraud,sim_block,sms,single_message,data_request,1,0,1,1,1,0,0,0,4
Дорогой клиент подписка Kinopoisk продлена на 30 дней,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Плановый осмотр окулиста 30 июня Возьмите страховой полис,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Лекция История состоится в аудитории,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Остаток по тарифу интернет ГБ минуты мин Спасибо за обращение,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш депозит 30000 тенге размещен Ставка 12% на 1 месяцев,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Билеты на концерт забронированы Место ряд,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Прием у врача подтвержден на 25 мая в 09:00 Клиника Медикер,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
АКЦИЯ Первые 100 участников получат 5000 тенге Назовите номер карты,fraud,generic_fraud,sms,single_message,data_request,0,0,0,1,0,0,0,0,1
Андрей документы готовы Заберите в офисе с до,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
На вас оформлена страховка Отмените оплатив 200000 тенге сегодня,fraud,generic_fraud,sms,single_message,data_request,1,0,1,0,1,0,0,0,3
Ваше обращение принято Ответим в течение часов Спасибо за обращение,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Звонящий - Здравствуйте это техподдержка банка
Ответчик - Да
Звонящий - Зафиксирован взлом вашего телефона
Звонящий - Для защиты счета установите приложение AnyDesk
Звонящий - Назовите мне номер который появится на экране",fraud,remote_access,call,dialogue,data_request,0,0,1,0,1,0,1,0,3
Ваши активы будут арестованы Сохраните их немедленно переведя на спецсчет,fraud,safe_account,call,dialogue,transfer_request,0,1,0,1,1,0,0,0,3
Kaspi Магазин заказ #12345 готов Самовывоз пр. Достык 5 до 1 июля,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Результаты анализов критичные Нужно срочное обследование за 30000 тенге сегодня,fraud,medical_or_service_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
Платеж за ЖКУ 20000 принят Следующая оплата 15 июня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Здравствуйте, это администратор сервиса, ваша заявка принята, мастер приедет сегодня",normal,benign_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
Автоплатеж за интернет будет списан,normal,benign_service,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Ваш анализ крови готов Результаты в личном кабинете клиники,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш кешбэк 10000 тенге ожидает Подтвердите карту назвав CVV и срок,fraud,generic_fraud,sms,single_message,data_request,0,1,1,1,0,0,0,0,3
Внимание Ваш договор с оператором истек Продлите оплатив 150000 по ссылке,fraud,sim_block,sms,single_message,data_request,1,0,1,1,0,0,0,0,3
"Специалист - Добрый вечер
Клиент - Да
Специалист - Это поддержка маркетплейса
Специалист - Возврат оформлен
Специалист - Сумма поступит автоматически без подтверждения кода",normal,benign_service,call,dialogue,benign,0,0,0,0,1,0,0,0,1
Вы успешно зарегистрированы на вебинар маркетинг 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваша сим карта заблокирована разблокировка стоит,fraud,sim_block,sms,single_message,unknown,0,0,0,1,0,0,0,0,1
Задолженность за электричество Оплатите срочно Времени мало,fraud,generic_fraud,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Отпуск с согласован Приказ будет готов до конца недели,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Дорогой папа это я Меня ограбили нужны деньги на билет домой,fraud,relative_in_trouble,sms,single_message,pressure,0,1,1,0,0,0,0,0,2
Роуминг активирован Стоимость интернет звонки,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш интернет будет отключен за нарушения Оплатите штраф 1000,fraud,generic_fraud,sms,single_message,data_request,0,1,0,1,0,0,0,0,2
"Сотрудник - Здравствуйте меня зовут Асхат
Ответчик - Да
Сотрудник - Я из отдела кибербезопасности Kaspi Bank
Сотрудник - Зафиксирован несанкционированный вход
Сотрудник - Установите TeamViewer и продиктуйте мне код для защиты вашего счета",fraud,remote_access,call,dialogue,hook,0,0,1,1,1,0,1,0,4
"Звонящий - Добрый вечер
Ответчик - Слушаю
Звонящий - Я из банка техподдержки
Звонящий - Не кладите трубку
Звонящий - Сейчас вам придет смс скажите код для блокировки операции",fraud,bank_impersonation,call,dialogue,data_request,1,0,1,0,1,0,0,0,3
Техработы с до Возможны кратковременные перебои связи Спасибо за обращение,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш аккаунт взломан Войдите и подтвердите личность по ссылке,fraud,generic_fraud,sms,single_message,pressure,0,1,0,1,1,0,0,0,3
Сервисное сообщение Задолженность за связь 150000 тенге Оплатите по ссылке,fraud,sim_block,sms,single_message,hook,0,0,1,1,1,0,0,0,3
Автоплатёж 30000 тенге за коммуналку выполнен 15 июня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Запись к дерматологу подтверждена 15 июня в 14:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш паспорт готов к выдаче Явитесь с квитанцией в ЦОН,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш груз на сортировочном пункте Выдача 15 июня ПВЗ ул. Момышулы 12,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
АКЦИЯ Первые 100 участников получат 500 тенге Назовите номер карты,fraud,generic_fraud,sms,single_message,hook,0,0,1,0,0,0,0,0,1
Снятие 200000 тенге в банкомате пр. Достык 5 30 июня 11:30,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Встреча с клиентом перенесена на в Место ул Советская,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Напоминаем о задолженности 150000 тенге Погасите для избежания блокировки,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Бронирование отеля Marriott подтверждено с 20 мая по 30 июня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Доставка еды от Burger King оплачена 200000 тенге Курьер уже едет,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Прием у стоматолог отменен Перенесли на в Подтвердите пожалуйста,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Заказ оформлен на сумму Доставка с до С уважением поддержки,normal,delivery_fee,sms,single_message,benign,0,0,0,0,1,0,0,0,1
Долг за воду Оплатите до иначе отключение,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
Прием у невролог отменен Перенесли на в Подтвердите пожалуйста,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш ребенок нуждается в срочной операции Оплатите 150000 для начала лечения,fraud,medical_or_service_fraud,sms,single_message,transfer_request,0,1,1,0,1,0,0,0,3
Посылка CH123456 прибудет в ваш город 20 мая Ожидайте смс,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Заказ на Wildberries отправлен Ожидаемая дата доставки 20 мая,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Проблема по заявке 283 решена Оцените качество работы специалиста,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Служба поддержки Kaspi Ваша карта используется мошенниками Позвоните,fraud,generic_fraud,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
На вас оформлена страховка Отмените оплатив 20000 тенге сегодня,fraud,generic_fraud,sms,single_message,data_request,1,0,0,1,0,1,0,0,3
Плановое обслуживание сети с до,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Срочно Ваш номер заблокируют по заявлению другого лица Подтвердите личность,fraud,sim_block,sms,single_message,hook,1,0,1,1,0,0,0,0,3
С вашего аккаунта пытаются снять 3000 Подтвердите что это вы кодом,fraud,generic_fraud,sms,single_message,unknown,0,0,1,0,0,0,0,0,1
Ваш номер используется для рассылки спама Заблокируйте позвонив по 8000,fraud,sim_block,sms,single_message,hook,1,1,1,1,1,0,0,0,5
Рейс KC456 задерживается на 45 минут Новое время 16:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Занятие по история в переносится на,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Техническое обслуживание сайта 30 июня с 14:00 до 11:30,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Прием у врача подтвержден на 5 июля в 12:00 Клиника Поликлиника 5,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш заказ с Wildberries задержан на таможне Доплатите 200000 за оформление,fraud,delivery_fee,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
Розыгрыш от Halyk Bank Вы выиграли 15000 тенге Введите код 8765,fraud,generic_fraud,sms,single_message,data_request,0,0,0,1,0,0,0,0,1
доставки Посылка задержана на таможне Доплата для освобождения Не откладывайте,fraud,delivery_fee,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Уведомление оператора Неоплаченная задолженность 200000 Пополните до отключения,fraud,sim_block,sms,single_message,hook,1,0,1,1,0,0,0,0,3
"Сотрудник - Добрый день
Клиент - Да
Сотрудник - Это нотариус
Сотрудник - Ваши документы готовы
Сотрудник - Забрать их можно лично по записи",normal,benign_service,call,dialogue,benign,0,0,0,0,0,0,0,0,0
Ваш номер заблокируют за неактивность Активируйте кодом Времени мало,fraud,generic_fraud,sms,single_message,pressure,0,0,1,1,0,0,0,0,2
Ваш код подтверждения Никому его не сообщайте,normal,benign_service,sms,single_message,benign,1,0,0,0,0,0,0,0,1
Ремонт ноутбука завершен Заберите в сервисном центре пр. Достык 5,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
подано Водитель Андрей авто черный время подачи мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш контракт с оператором заканчивается Продлите удаленно назвав код,fraud,sim_block,sms,single_message,data_request,0,0,1,0,1,0,0,0,2
Ремонт ноутбука завершен Заберите в сервисном центре пр. Аль-Фараби 77,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваша карта будет заблокирована Позвоните оператору по номеру 7777,fraud,generic_fraud,sms,single_message,data_request,1,1,0,0,0,0,0,0,2
"Сотрудник - Добрый вечер
Клиент - Здравствуйте
Сотрудник - Служба безопасности ForteBank
Сотрудник - Выявлена подозрительная транзакция 150000 тенге
Сотрудник - Для отмены нужен код верификации из смс",fraud,bank_impersonation,call,dialogue,hook,0,0,1,0,0,0,0,0,1
Остаток по тарифу интернет ГБ минуты мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Против вас возбуждено дело Избежите ареста оплатив залог Времени мало,fraud,government_or_police,sms,single_message,transfer_request,0,1,1,1,0,0,0,0,3
Мам я попал в беду Нужно 15000 тенге срочно объясню потом,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Запись к гастроэнтерологу подтверждена 25 мая в 11:30,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Услуга мобильная связь подключена Абонентская плата,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Пополнение мобильного баланса 1000 тенге прошло успешно,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш автомобильный штраф 30000 тенге оплачен 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Обновление системы завершено Новые функции доступны в личном кабинете С уважением поддержки,normal,benign_service,sms,single_message,benign,0,0,0,0,1,0,0,0,1
Ваши документы используются мошенниками Переведите деньги на безопасный счет,fraud,safe_account,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Нотариально заверенная копия готова Заберите в течение 11 дней,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Мошенник - Добрый день
Клиент - Да
Мошенник - Kaspi Bank антифрод отдел
Мошенник - Ваши средства 150000 тенге пытаются перевести мошенники
Мошенник - Назовите код из смс мы немедленно заблокируем транзакцию",fraud,bank_impersonation,call,dialogue,transfer_request,1,0,1,0,1,0,0,0,3
Посылка из Дубаи арестована таможней Внесите залог 10000 для выдачи,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Мам я попал в беду Нужно 20000 тенге срочно объясню потом,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
Егор документы готовы Заберите в офисе с до,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Международная посылка прошла таможню Доставка ожидается 5 июля,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Подписка Yandex Plus активирована Срок до 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Нотариально заверенная копия готова Заберите в течение 14 дней,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Посылка KZ123456789 прибудет в ваш город 10 июня Ожидайте смс,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Касса возврата НДС Вы получите 30000 тенге Введите данные для зачисления,fraud,generic_fraud,sms,single_message,pressure,1,1,1,0,0,1,0,0,4
ВНИМАНИЕ Поздравляем Ваш номер выиграл в лотерее Получите приз по ссылке,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
Ваш аккаунт взломан Восстановление за Времени мало,fraud,generic_fraud,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
Онлайн-заказ #54321 готов к выдаче Адрес пункта пр. Достык 5,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш кешбэк 1000 тенге начислен Статус: Золотой клиент,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Подписка на мобильная связь продлена до Следующее списание,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Тариф изменен на Премиум Стоимость с,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Срочно Ваша посылка будет возвращена отправителю Оплатите пошлину 15000,fraud,delivery_fee,sms,single_message,transfer_request,1,1,1,0,0,0,0,0,3
Ваш интернет будет отключен за нарушения Оплатите штраф 3000,fraud,generic_fraud,sms,single_message,data_request,0,0,1,0,0,0,0,0,1
"Звонящий - Здравствуйте
Ответчик - Да
Звонящий - Это Jusan Bank служба безопасности
Звонящий - На вас оформляют заявку на кредит 50000 тенге
Звонящий - Назовите код чтобы мы отменили заявку",fraud,bank_impersonation,call,dialogue,hook,1,0,1,0,0,0,0,0,2
