text,label,scenario_type,channel,speaker_role_pattern,fraud_stage,has_code_request,has_money_transfer_request,has_urgency,has_threat,has_authority_impersonation,has_sensitive_data_request,has_remote_access_request,victim_confused_or_resisting,risk_markers_count
Посылка из за границы Таможенная пошлина,fraud,delivery_fee,sms,single_message,unknown,0,1,0,0,0,0,0,0,1
Занятие по йоге переносится на 5 июля Извините за неудобства,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваша карта будет заблокирована Позвоните оператору по номеру 7778,fraud,generic_fraud,sms,single_message,hook,0,0,1,0,0,0,0,0,1
Уведомление Автоплатеж за Премиум будет списан,normal,benign_service,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Ваш заказ доставлен по адресу ул Советская Спасибо за покупку,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш аккаунт взломан Восстановление за,fraud,generic_fraud,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
"Оператор - Здравствуйте
Клиент - Да
Оператор - Это контакт центр банка
Оператор - Напоминаем что сотрудники банка не просят перевести деньги на безопасный счет",normal,safe_account,call,dialogue,transfer_request,0,1,0,0,1,0,0,0,2
Ваши банковские счета будут арестованы по решению суда Оплатите 15000 до 15 июня,fraud,government_or_police,call,dialogue,hook,0,0,1,0,1,0,0,0,2
Ваша карта лояльности активирована Баллов на счету 2430,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши деньги в опасности Переведите их на защищенный счет,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
Вы выиграли приз 1000 тенге Для получения назовите код из смс,fraud,generic_fraud,sms,single_message,unknown,0,1,1,1,0,1,0,0,4
Здравствуйте Ваш номер будет отключен через 1 часа Продлите SIM-карту,fraud,sim_block,sms,single_message,hook,1,0,1,0,1,0,0,0,3
Безналичная оплата 500 тенге принята Magnum,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Звоню из ваш номер отключат завтра Для продления SIM карты назовите код подтверждения,fraud,sim_block,sms,single_message,data_request,1,0,0,0,0,0,0,0,1
Служба доставки Ваша посылка на таможне Оплатите пошлину 150000 по ссылке,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
На вас оформлена страховка Отмените оплатив 1000 тенге сегодня,fraud,generic_fraud,sms,single_message,data_request,0,0,0,1,0,0,0,0,1
СРОЧНО Постановление суда об аресте счетов Обжалуйте оплатив пошлину 50000,fraud,government_or_police,call,dialogue,pressure,0,0,1,0,1,0,0,0,2
Квитанция за март готова Сумма к оплате С уважением поддержки,normal,benign_service,sms,single_message,transfer_request,0,1,0,0,1,0,0,0,2
Билеты на концерт забронированы Место 31 ряд 12 5 июля,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш интернет будет отключен за нарушения Оплатите штраф 50000,fraud,generic_fraud,sms,single_message,hook,0,0,1,1,0,0,0,0,2
Мама я в аварии всё хорошо но нужно 500 на возмещение ущерба,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Ваш аккаунт Kaspi Gold ограничен Пройдите верификацию по ссылке,fraud,generic_fraud,sms,single_message,data_request,1,0,0,0,0,0,0,0,1
СРОЧНО Постановление суда об аресте счетов Обжалуйте оплатив пошлину 20000,fraud,government_or_police,call,dialogue,pressure,0,1,1,1,1,0,0,0,4
Выиграли iPhone Для получения оплатите доставку 100000 тенге по ссылке,fraud,generic_fraud,sms,single_message,pressure,0,1,0,0,0,0,0,0,1
Ваш номер используется для рассылки спама Заблокируйте позвонив по 7778,fraud,sim_block,sms,single_message,pressure,1,0,1,1,0,0,0,0,3
Поздравляем Ваш номер выиграл в лотерее Получите приз по ссылке,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
"Оператор - Здравствуйте
Клиент - Да
Оператор - Ваш домашний интернет восстановлен
Оператор - Если связь снова пропадет оставьте заявку в приложении",normal,benign_service,call,dialogue,benign,0,0,0,0,1,0,0,0,1
"Сотрудник - Здравствуйте
Клиент - Да
Сотрудник - Это университет
Сотрудник - Ваш пропуск готов
Сотрудник - Получить его можно в деканате",normal,benign_service,call,dialogue,benign,0,0,0,0,0,0,0,0,0
Занятие по йоге переносится на 25 мая Извините за неудобства,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Результаты МРТ критические Нужна срочная консультация специалиста за 3000,fraud,medical_or_service_fraud,sms,single_message,hook,0,1,1,0,0,0,0,0,2
Ваш договор будет расторгнут Для сохранения оплатите 10000 сегодня,fraud,generic_fraud,sms,single_message,pressure,0,0,0,0,1,0,0,0,1
Заявка на карту одобрена Получите в отделении пр. Аль-Фараби 77,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш питомец записан на прием к ветеринару 30 июня в 09:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваша покупка ноутбук оформлена Магазин свяжется в ближайшее время,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Мошенник - Здравствуйте
Ответчик - Слушаю
Мошенник - Это служба безопасности Kaspi Bank
Мошенник - По вашей карте проходит подозрительная операция на 10000 тенге
Мошенник - Чтобы её отменить назовите код из смс",fraud,bank_impersonation,call,dialogue,data_request,1,0,1,0,1,0,0,0,3
Запись к дерматологу подтверждена 30 июня в 12:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Медицинская лаборатория Ваши анализы на COVID-19 положительны Штраф 3000,fraud,medical_or_service_fraud,sms,single_message,hook,0,0,1,0,1,0,0,0,2
"Звонящий - Здравствуйте это банк
Ответчик - Да слушаю
Звонящий - С вашей карты проходит оплата на 500 тенге в другом городе
Звонящий - Если это не вы назовите код из смс для отмены",fraud,bank_impersonation,call,dialogue,hook,1,1,0,0,0,0,0,0,2
"Мошенник - Здравствуйте
Ответчик - Слушаю
Мошенник - Я из отдела безопасности госуслуг
Мошенник - На вас оформляют доверенность
Мошенник - Чтобы остановить действие скажите код подтверждения",fraud,government_or_police,call,dialogue,data_request,1,0,0,0,1,0,0,0,2
Ваш номер заблокируют Подтвердите личность назвав последние 4 цифры карты,fraud,generic_fraud,sms,single_message,pressure,0,0,1,0,0,1,0,0,2
Запись к стоматологу 10 июня в 14:00 Напоминаем об оплате,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш заказ доставлен по адресу ул Ленина Спасибо за покупку,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваша дочь задержана Для освобождения нужно,fraud,generic_fraud,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Доставка Glovo Заказ готовится Курьер прибудет через 44 мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Срочное уведомление Ваш номер отключат Для продления оплатите 500 тенге,fraud,sim_block,sms,single_message,pressure,1,0,1,1,1,0,0,0,4
СРОЧНО Ваша SIM будет заблокирована через 1 час Позвоните по 8800,fraud,sim_block,sms,single_message,pressure,0,0,1,1,1,0,0,0,3
Оператор выявил подозрительную активность с вашим номером Позвоните нам,fraud,sim_block,sms,single_message,pressure,1,0,1,0,0,0,0,0,2
Запись в МФЦ подтверждена 30 июня Возьмите оригиналы документов,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Дорогой клиент Ваша SIM устарела Замените бесплатно подтвердив код из смс,fraud,sim_block,sms,single_message,data_request,0,0,1,1,1,0,0,0,3
Напоминание занятие по английскому 25 мая в 16:00 перенесено,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Сотрудник - Алло добрый день
Клиент - Слушаю
Сотрудник - Это техническая поддержка Kaspi
Сотрудник - На вашем устройстве вирус который похищает данные
Сотрудник - Скачайте TeamViewer и дайте мне ID для удаленного удаления вируса",fraud,remote_access,call,dialogue,data_request,0,0,1,1,0,0,1,0,3
Казпочта Ваш груз задержан для проверки Оплатите сбор 100000 и получите,fraud,delivery_fee,sms,single_message,transfer_request,0,0,1,0,0,0,0,0,1
Платеж 200000 тенге успешно проведен 1 июля в 14:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Звонящий - Добрый день
Ответчик - Добрый день
Звонящий - Вас беспокоит сотрудник Halyk Bank
Звонящий - На ваше имя пытаются оформить кредит
Звонящий - Для отмены назовите код подтверждения из смс",fraud,bank_impersonation,call,dialogue,data_request,1,0,1,0,1,1,0,0,4
Маршрут построен Расстояние 36 км Примерное время 43 мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Заявка в управляющую компанию принята Мастер придет 30 июня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш груз на сортировочном пункте Выдача 15 июня ПВЗ пр. Аль-Фараби 77,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Почта Казахстана Ваше письмо с ценным вложением удерживается Оплатите 150000,fraud,delivery_fee,sms,single_message,transfer_request,0,1,1,1,0,0,0,0,3
Уведомление оператора Неоплаченная задолженность 2000 Пополните до отключения,fraud,sim_block,sms,single_message,pressure,1,0,1,0,1,0,0,0,3
Срочное уведомление Ваш номер отключат Для продления оплатите 200000 тенге,fraud,sim_block,sms,single_message,hook,0,0,1,0,1,0,0,0,2
"Оператор - Добрый день
Клиент - Да
Оператор - Это банк
Оператор - Подтверждаю что мы никогда не просим код из смс
Оператор - Если кто то просит код завершите разговор",normal,bank_impersonation,call,dialogue,data_request,1,0,0,0,1,0,0,0,2
Суд вынес заочное решение о взыскании 100000 тенге Обжалуйте сегодня,fraud,government_or_police,call,dialogue,hook,0,0,0,0,1,0,0,0,1
Поликлиника информирует Выявлено онкологическое заболевание Лечение 150000 тенге,fraud,medical_or_service_fraud,sms,single_message,hook,0,0,1,0,0,0,0,0,1
Безопасность аккаунта нарушена Войдите и подтвердите личность срочно,fraud,generic_fraud,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
Ваше объявление на Kolesa.kz опубликовано Номер 171,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Занятие плаванием 15 июня в 12:00 бассейн ул. Момышулы 12,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Маршрут построен Расстояние 19 км Примерное время 39 мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Справка готова Получите в регистратуре предъявив паспорт,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,1,0,0,1
"Мошенник - Добрый день
Клиент - Да
Мошенник - Kaspi Bank антифрод отдел
Мошенник - Ваши средства 10000 тенге пытаются перевести мошенники
Мошенник - Назовите код из смс мы немедленно заблокируем транзакцию",fraud,bank_impersonation,call,dialogue,data_request,1,0,1,0,1,0,0,0,3
Внимание Ваш договор с оператором истек Продлите оплатив 50000 по ссылке,fraud,sim_block,sms,single_message,hook,1,1,1,1,0,0,0,0,4
Клиника Ваш родственник в реанимации Нужны средства 1000 срочно оплатите,fraud,medical_or_service_fraud,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Снятие 100000 тенге в банкомате ул. Момышулы 12 5 июля 09:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
С вашего счета хотят снять 15000 Если не вы позвоните срочно,fraud,generic_fraud,sms,single_message,hook,0,0,1,1,0,0,0,0,2
"Оператор - Добрый день
Ответчик - Слушаю
Оператор - Звоню из Сбербанка служба защиты
Оператор - Обнаружена попытка взлома вашего онлайн-банкинга
Оператор - Для сброса доступа назовите код из смс",fraud,bank_impersonation,call,dialogue,transfer_request,1,0,0,0,1,0,0,0,2
На ваш счет поступила заявка на перевод 15000 тенге Подтвердите кодом,fraud,generic_fraud,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Снятие 50000 тенге в банкомате ул. Момышулы 12 15 июня 16:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Клиника сообщает Ваши результаты требуют немедленного лечения Оплатите 20000,fraud,medical_or_service_fraud,sms,single_message,pressure,0,1,1,0,0,0,0,0,2
Подозрительный вход в ваш аккаунт Подтвердите личность по ссылке,fraud,generic_fraud,sms,single_message,unknown,1,0,1,0,0,0,0,0,2
Ваши анализы показали критические результаты Срочное обследование за 3000 тенге,fraud,medical_or_service_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
Ваш рейтинг на HeadHunter обновлен Резюме просмотрено 18 раз,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Покупка в на сумму Доступный лимит Хорошего дня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
С вашей карты списали Если это не вы назовите код,fraud,generic_fraud,sms,single_message,data_request,1,0,0,0,0,0,0,0,1
Напоминание запись к врачу в кабинет,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Запись на вакцинацию подтверждена 30 июня в 16:00 поликлиника 209,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Уважаемый абонент Ваш баланс Пополните счет для продолжения пользования услугами,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Платеж на сумму успешно проведен в С уважением поддержки,normal,benign_service,sms,single_message,benign,0,0,0,0,1,0,0,0,1
Встреча с клиентом перенесена на в Место пр Победы Спасибо за обращение,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Трек номер CH123456 Статус В пути Расчетный срок 5 июля,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Встреча с менеджером подтверждена 10 июня в 14:00 офис пр. Аль-Фараби 77,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваша посылка из Китая задержана на таможне Пошлина 500 тенге оплатите по ссылке,fraud,delivery_fee,sms,single_message,pressure,0,0,0,0,0,0,0,0,0
Лаборатория Ваши анализы требуют дополнительного исследования Оплатите 500,fraud,medical_or_service_fraud,sms,single_message,transfer_request,0,1,0,0,1,0,0,0,2
Ваши документы использованы для мошенничества Позвоните в полицию 7777,fraud,generic_fraud,sms,single_message,data_request,0,1,0,1,0,0,0,0,2
Посылка не доставлена требуется доплата Оплатите по ссылке,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Домофон временно не работает Ремонт с до Хорошего дня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Дорогая мамочка я застряла за границей нужны деньги на билет,fraud,relative_in_trouble,sms,single_message,hook,0,1,1,0,0,0,0,0,2
ВНИМАНИЕ Ваша карта заблокирована по подозрению в мошенничестве Разблокируйте назвав CVV код,fraud,generic_fraud,sms,single_message,data_request,0,0,0,1,0,1,0,0,2
Уважаемый клиент Ваш груз арестован на таможне Внесите залог 20000 тенге,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Внимание Дублирование вашей SIM зафиксировано Срочно заблокируйте карту,fraud,sim_block,sms,single_message,pressure,0,0,1,1,1,0,0,0,3
Ваш заказ в Магнуме готов Самовывоз с пр. Достык 5,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
СМС-подтверждение Вы успешно вошли в аккаунт 30 июня 11:30,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Платеж по карте на сумму в магазине успешно проведен,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
СРОЧНО Ваш пароль использован с другого устройства Смените немедленно,fraud,generic_fraud,sms,single_message,pressure,0,1,0,1,0,0,0,0,2
Папа это я Никита Попал в аварию нужны деньги на ремонт,fraud,relative_in_trouble,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Занятие плаванием 30 июня в 09:00 бассейн ул. Момышулы 12,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Розыгрыш от Halyk Bank Вы выиграли 20000 тенге Введите код 1234,fraud,generic_fraud,sms,single_message,pressure,0,0,1,1,0,0,0,0,2
Снятие 30000 тенге в банкомате ул. Абая 10 5 июля 14:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши деньги в опасности Переведите их на защищенный счет KZ98765432 до конца дня,fraud,safe_account,call,dialogue,pressure,1,1,0,1,0,0,0,0,3
"Здравствуйте, это курьер, подъеду через 15 минут, пожалуйста будьте на связи",normal,delivery_fee,call,single_message,benign,0,0,0,0,0,0,0,0,0
Задание по доставке завершено Оцените работу курьера Асель,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Результаты МРТ критические Нужна срочная консультация специалиста за 15000,fraud,medical_or_service_fraud,sms,single_message,hook,0,1,1,0,0,0,0,0,2
"Звонящий - Добрый день
Ответчик - Слушаю
Звонящий - Вас беспокоит Национальный банк
Звонящий - Ваши средства в опасности
Звонящий - Переведите деньги на страховой счет",fraud,safe_account,call,dialogue,transfer_request,0,1,0,1,1,0,0,0,3
"Добрый день, это доставка, заказ привезем сегодня с 14 до 16",normal,delivery_fee,call,single_message,benign,0,0,0,0,0,0,0,0,0
SMS код для подтверждения Срок действия мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш заказ с Ozon доставлен в постамат ул. Момышулы 12 Код 8765,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Запись на ТО подтверждена 25 мая Автосервис пр. Аль-Фараби 77,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш номер участвует в лотерее Выигрыш 10000 тенге Перейдите по ссылке,fraud,generic_fraud,sms,single_message,pressure,0,1,1,0,1,0,0,0,3
Ваш сын попал в больницу Нужны деньги на срочную операцию,fraud,relative_in_trouble,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
"Следователь - Алло это прокуратура
Ответчик - Слушаю
Следователь - Ваши деньги заморожены в рамках расследования
Следователь - Для снятия ареста переведите средства на спецсчет органов",fraud,safe_account,call,dialogue,transfer_request,0,1,1,1,0,0,0,0,3
Посылка из за границы Таможенная пошлина Времени мало,fraud,delivery_fee,sms,single_message,pressure,0,1,1,0,0,0,0,0,2
"Звонящий - Алло здравствуйте
Ответчик - Здравствуйте
Звонящий - Это поддержка маркетплейса
Звонящий - Для возврата денег нужно продиктовать код подтверждения",fraud,generic_fraud,call,dialogue,unknown,1,0,0,0,1,0,0,0,2
"Сотрудник - Здравствуйте это налоговая служба
Ответчик - Да слушаю
Сотрудник - Выявлена задолженность по налогам на сумму 20000 тенге
Сотрудник - Оплатите сегодня иначе счета будут заморожены",fraud,government_or_police,call,dialogue,transfer_request,0,0,1,1,1,1,0,0,4
Зачет по физика назначен на в Спасибо за обращение,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш автомобильный штраф 10000 тенге оплачен 15 июня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши банковские счета будут арестованы по решению суда Оплатите 150000 до 10 июня,fraud,government_or_police,call,dialogue,hook,0,0,1,1,1,0,0,0,3
Ваше обращение принято Ответим в течение 3 часов,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш интернет будет отключен за нарушения Оплатите штраф 2000,fraud,generic_fraud,sms,single_message,data_request,0,0,1,0,1,0,0,0,2
"Мошенник - Здравствуйте
Ответчик - Здравствуйте
Мошенник - Сейчас идет взлом вашего личного кабинета
Мошенник - Мы создаем безопасную ячейку
Мошенник - Переведите туда деньги",fraud,generic_fraud,call,dialogue,transfer_request,0,1,0,0,0,0,0,0,1
Пополнение мобильного баланса 15000 тенге прошло успешно,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
ВНИМАНИЕ Вы стали победителем акции Приз Оплатите налог для получения,fraud,government_or_police,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Ваш кредит одобрен на 500 тенге Активируйте перейдя по ссылке,fraud,generic_fraud,sms,single_message,data_request,1,0,1,1,0,0,0,0,3
DHL уведомляет Ваша посылка задержана Оплатите таможенный сбор 500,fraud,delivery_fee,sms,single_message,hook,0,1,0,0,0,0,0,0,1
"Звонящий - Добрый день
Ответчик - Слушаю
Звонящий - Национальный банк Казахстана
Звонящий - Выявлено что ваш счет контролируется мошенниками
Звонящий - Переведите деньги на временный защитный счет который мы укажем",fraud,safe_account,call,dialogue,transfer_request,0,1,1,0,0,0,0,0,2
Уведомление оператора Неоплаченная задолженность 50000 Пополните до отключения,fraud,sim_block,sms,single_message,data_request,1,0,1,1,0,1,0,0,4
"Мошенник - Здравствуйте
Ответчик - Здравствуйте
Мошенник - Я звоню из службы безопасности банка
Ответчик - Да слушаю
Мошенник - По вашей карте идет подозрительная операция
Мошенник - Чтобы отменить списание продиктуйте код из смс",fraud,bank_impersonation,call,dialogue,data_request,1,0,0,1,1,0,0,0,3
Папа это я Никита Попал в аварию нужны деньги на ремонт Не откладывайте,fraud,relative_in_trouble,sms,single_message,unknown,0,0,1,0,0,0,0,0,1
"Сотрудник - Добрый день
Ответчик - Да
Сотрудник - Это КНБ
Сотрудник - Ваши данные замечены в преступной схеме
Сотрудник - Для исключения из списка подозреваемых переведите залог 5000",fraud,government_or_police,call,dialogue,pressure,0,1,1,0,1,0,0,0,3
Проблема по заявке решена Оцените качество работы специалиста,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Заказ из-за рубежа на таможне Налог на ввоз 15000 тенге оплатите сегодня,fraud,delivery_fee,sms,single_message,transfer_request,1,1,1,0,0,0,0,0,3
Срочно Ваши сбережения под угрозой Переведите на защищенный счет указанный ниже,fraud,safe_account,call,dialogue,transfer_request,0,0,0,0,1,0,0,0,1
Ваш номер скоро перейдет в архив Активируйте кодом который пришлет система,fraud,sim_block,sms,single_message,pressure,1,0,1,1,0,0,0,0,3
Мам я попал в беду Нужно 1000 тенге срочно объясню потом,fraud,relative_in_trouble,sms,single_message,pressure,0,1,1,0,0,0,0,0,2
Ваш кредитный лимит увеличен до 100000 тенге Kaspi Red,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Почта Казахстана Ваше письмо с ценным вложением удерживается Оплатите 1000,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Ваш договор будет расторгнут Для сохранения оплатите 150000 сегодня,fraud,generic_fraud,sms,single_message,pressure,0,0,0,1,0,0,0,0,1
Ваш автомобильный штраф 500 тенге оплачен 5 июля,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Мошенник - Добрый день
Клиент - Здравствуйте
Мошенник - Это Halyk Bank
Мошенник - На ваш счет поступила заявка на снятие всех средств
Мошенник - Для блокировки операции скажите код из смс сейчас",fraud,bank_impersonation,call,dialogue,transfer_request,1,1,0,0,1,0,0,0,3
Заказ оформлен на сумму Доставка с до Спасибо за обращение,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Плановое отключение Ваш номер в списке Сохраните его оплатив 3000 тенге,fraud,sim_block,sms,single_message,pressure,1,0,1,1,0,0,0,0,3
Результаты анализов критичные Нужно срочное обследование за,fraud,medical_or_service,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
Системное уведомление Ваш аккаунт будет удален Подтвердите активность,fraud,generic_fraud,sms,single_message,hook,1,0,1,0,0,1,0,0,3
Каршеринг завершен Стоимость поездки 10000 тенге,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш ребенок нуждается в срочной операции Оплатите 2000 для начала лечения,fraud,medical_or_service_fraud,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Здравствуйте это Ваша SIM карта будет заблокирована через час Для продления назовите код,fraud,sim_block,sms,single_message,data_request,1,0,0,1,0,0,0,0,2
Командировка в Санкт с Билеты и гостиница забронированы Спасибо за обращение,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Запись в Астана Моторс на 1 июля Напоминаем за день,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши деньги в опасности Переведите их на защищенный счет KZ12345678 до конца дня,fraud,safe_account,call,dialogue,pressure,0,1,1,1,1,0,0,0,4
"Звонящий - Здравствуйте
Ответчик - Да
Звонящий - Это Jusan Bank служба безопасности
Звонящий - На вас оформляют заявку на кредит 1000 тенге
Звонящий - Назовите код чтобы мы отменили заявку",fraud,bank_impersonation,call,dialogue,hook,1,0,0,0,0,1,0,0,2
Результаты флюорографии готовы Зайдите за справкой в регистратуру,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Привет я из тех Срок вашей SIM карты истекает завтра нужно продлить,fraud,sim_block,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
ВНИМАНИЕ Ваш пароль скомпрометирован Срочно смените через наш портал,fraud,generic_fraud,sms,single_message,data_request,1,1,1,1,1,0,0,0,5
Ваш платёж по кредиту 2000 тенге принят Остаток долга 2000,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Выписка по карте за июнь отправлена на email,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Елена Для безопасности SIM карты сообщите код из СМС,fraud,sim_block,sms,single_message,data_request,1,0,0,0,0,0,0,0,1
Трек номер KZ123456789 Статус В пути Расчетный срок 5 июля,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш заказ из готов к выдаче в пункте самовывоза,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Розыгрыш от Halyk Bank Вы выиграли 30000 тенге Введите код 8765,fraud,generic_fraud,sms,single_message,hook,1,1,0,0,0,0,0,0,2
"Мошенник - Здравствуйте
Ответчик - Да
Мошенник - На ваш аккаунт оформлена заявка на перевод
Мошенник - Для отмены срочно подтвердите личность и назовите пароль из смс",fraud,generic_fraud,call,dialogue,transfer_request,0,1,1,0,0,0,0,0,2
Техобслуживание сети с до Возможны кратковременные перебои,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Сотрудник - Добрый вечер
Клиент - Здравствуйте
Сотрудник - Служба безопасности ForteBank
Сотрудник - Выявлена подозрительная транзакция 5000 тенге
Сотрудник - Для отмены нужен код верификации из смс",fraud,bank_impersonation,call,dialogue,transfer_request,1,0,1,0,1,0,0,0,3
Билет на поезд {train} забронирован Место 27 вагон белый Chevrolet,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Мошенник - Здравствуйте
Ответчик - Да
Мошенник - Я помощник следователя
Мошенник - На ваши данные оформлены кредиты
Мошенник - Чтобы помочь следствию назовите код и реквизиты карты",fraud,government_or_police,call,dialogue,data_request,1,0,0,1,1,1,0,0,4
Вы выиграли приз 20000 тенге Для получения назовите код из смс,fraud,generic_fraud,sms,single_message,hook,0,1,1,0,1,0,0,0,3
Ваш заказ задержан на таможне Оплатите сбор 20000 тенге за 24 часа,fraud,delivery_fee,sms,single_message,pressure,0,1,1,0,0,0,0,0,2
Результаты экзамена опубликованы Проверьте в личном кабинете,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Показания счетчиков приняты К доплате до,normal,benign_service,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Ваш номер заблокируют за неактивность Активируйте кодом 4321,fraud,generic_fraud,sms,single_message,data_request,0,1,1,0,0,0,0,0,2
Megafon Услуга будет приостановлена Оплатите 150000 для продления тарифа,fraud,sim_block,sms,single_message,hook,0,0,1,1,0,0,0,0,2
Тренировка в в отменяется Хорошего дня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Запись к педиатру 1 июля Детская поликлиника пр. Аль-Фараби 77,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Курсы казахского языка продолжаются 30 июня в 15:30 кабинет 629,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
