text,label
"Хахахахахаха, черт возьми, ниггер, в твоей комнате был Леонардо или что-то в этом роде",normal
"О, в отеле устраивают небольшую вечеринку, но в ней не упоминается какая-либо плата за вход, так что, вероятно, это будет в порядке очереди",normal
Я тогда спал. Ты здесь?,normal
Лол нет. Просто пытаюсь сделать ваш день немного интереснее,normal
"Чили, пожалуйста! Это всего лишь &lt;DECIMAL&gt;  час езды для меня. Я постоянно приезжаю и буду сдавать в субаренду с февраля по апрель на сезон прослушиваний.",normal
"Как вы думаете, я смогу двигаться &lt;#&gt;  через неделю",normal
"Немного. Лекарства говорят принимать раз в 8 часов. Прошло всего 5, но боль вернулась. Поэтому я взял другой. Надеюсь, я не умру",normal
"Ой, я был в душе, когда ты позвонил. Эй, в университетской больнице обрушился гараж. Видишь, я не сумасшедший. Подобные вещи ДЕЙСТВИТЕЛЬНО случаются.",normal
Юн покупает... Но школа получила предложение только на 2000 плюс...,normal
"Лмао, ты так хорошо меня знаешь...",normal
"Хорошо-хорошо, приятели все ушли. Только что снова пробежался! Понравился концерт?",normal
Я вижу анимацию с чашкой кофе,normal
К:)к...хорошо :)когда ты собираешься?,normal
Папа вышел из дома...,normal
"Хорошо, лор. Я сейчас в городе, Лей.",normal
У вас нет предложения по сообщению?,normal
"Хорошо, спасибо... Ü в школе?",normal
"Я иду в ванну, потом напишу тебе &lt;#&gt;  мин..",normal
"Это дар бога для птиц, поскольку у людей есть природный дар от бога..",normal
Не в состоянии ничего сделать.,normal
"Шухуэй купила подарок Рону, это образец часов...",normal
"Да, я так думаю, пока интернет-магазин не закроется.",normal
"Ты слишком близок моему сердцу. Если ты уйдешь, я буду разбит. Пожалуйста, останься со мной.",normal
"Англия – Македония – не пропустите голы/новости команды. Отправьте сообщение о своей национальной сборной на номер 87077, например, из АНГЛИИ на номер 87077. Попробуйте: WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",fraud
"Мне просто нравится эта фраза: «Сделай мне больно правдой, я не против, я буду терпеть. bcs ты мой кто-то..... Но никогда не утешай меня ложью» gud ni8 и сладких снов",normal
Ü выйдите из системы 4 Вт. Это sdryb8i,normal
"Хорошо, нет проблем. Не торопитесь.",normal
"Да, мама выглядит сильной :)",normal
Где можно недорого снять номера :-),normal
Можете ли вы совершить онлайн-транзакцию?,normal
"Пожалуйста, как полное название школы шутки, потому что плата за обучение в университете Флориды, похоже, на самом деле составляет &lt;#&gt; к. Пожалуйста, здравствуйте",normal
"Не ходите по магазинам сейчас, только сейчас приеду",normal
"БЕСПЛАТНЫЙ вход в нашу еженедельную акцию стоимостью 250 фунтов стерлингов, просто отправьте слово WIN на номер 80086 СЕЙЧАС. 18 Условия www.txttowin.co.uk",fraud
"Эм... Где-то на Лесной аллее. Возьмите приходской журнал, там будет его номер телефона.",normal
"Кей, ты все еще любишь меня.",normal
"Мы знаем кого-то из ваших знакомых, которому вы нравитесь. Позвоните по номеру 09058097218, чтобы узнать кто. Почтовый ящик 6, LS15HB 150р",fraud
"Честно говоря, я только что заварил чудесную чашку чая и тут же уронил в нее ключи, а затем обжег пальцы, вытаскивая их!",normal
"это было бы хорошо… Я позвоню тебе вечером в обед, чтобы что-нибудь организовать?",normal
"Привет, я не буду петь 4 Рождества. Но наслаждайтесь веселым Рождеством.",normal
"Я посмотрю, но, скорее всего, да",normal
"Святой живой Христос, что ты так долго делаешь",normal
Большой брат действительно надрал бочку этим потоком социальных неудачников,normal
"Привет, если ты выглядишь 4 дерзких дневных развлечения с грудастой замужней женщиной. Я свободен всю следующую неделю. Поговори сейчас 2 времени сортировки 09099726429 JANINExx Звонки £ 1/минMobsmoreLKPOBOX177HP51FL",fraud
Я на сайте uworld. Я покупаю только qbank или покупаю его вместе с самооценкой?,normal
Примите небольшую таблетку от жара,normal
Проверьте почту. Я отправил Варме письмо и оставил вам копию относительно членства. Берегите себя. Инша Аллах.,normal
Да. Они ответили на мое письмо. Я пойду в офис управления позже. Плюс поступит в банк позже. Или в среду.,normal
"Омг, откуда ты узнал, что я ел?",normal
Передай ему мой привет,normal
"Йетунде, извини, но мы с Модзи, кажется, слишком заняты, чтобы пойти по магазинам. Не могли бы вы просто найти какой-нибудь другой способ получить то, что вы хотели, чтобы мы получили? Пожалуйста, прости меня. Вы можете бесплатно ответить через Yahoo Messenger.",normal
"Почему бы тебе не сказать своему другу, что ты не уверен, что хочешь жить с ним, потому что он слишком много курит, а затем часами умолять его пойти покурить",normal
Ты что-нибудь скрываешь или держишься от меня на расстоянии,normal
"Так что проверьте свои ошибки и если возникли трудности, сделайте исправление.",normal
Усталый. Я плохо спал последние несколько ночей.,normal
"важная информация 4 оранжевый пользователь 0789xxxxxxx. сегодня твой счастливый день!2узнай, зачем заходить на http://www.urawinner.com. ВАС ЖДЕТ ФАНТАСТИЧЕСКИЙ СЮРПРИЗ!",fraud
Потому что скучно. И не хочу учиться,normal
"МНЕ ОЧЕНЬ НУЖНО 2 ПОЦЕЛУЯ, Я СКУЧАЮ ПО ТЕБЕ, СВОЕГО РЕБЕНКА ОТ ТВОЕГО РЕБЕНКА 4ЕВА",normal
"Привет, детка, это Хлоя, как твои дела? Я был разбит в субботу вечером, это было здорово! Как прошли твои выходные? Ты скучал по мне? SPvisionsms.com Текст стоп-стоп 150р/текст",fraud
"твой хомяк умер? Привет, так что встретимся в 13:00 в саду?",normal
"Кто-то застенчивый попросил нашу службу знакомств 2 связаться с вами! ЗВОНИТЕ 09058091870 СЕЙЧАС все станет известно. ПОBox84, М26 3УЗ 150п",fraud
"«ПРИВЕТСТВИЕ U TEX, ПОТОМУ ЧТО ТЕБЕ СКУЧНО! ДА ОКДЕН ХАННИ Р УИН ВК САТ? ЗВУК LIKEYOUR HAVIN GR8FUN J! ПРОДОЛЖАЙТЕ ОБНОВЛЯТЬСЯ COUNTINLOTS OF LOVEME XXXXX».",normal
Матч начался.india &lt;#&gt;  на двоих,normal
Отправь кому-нибудь другому :-),normal
Я бы тебя рассмешил. А как поживает мой дорогой Энджи!,normal
БЕЛАЯ ПОМАДКА ОРЕО В МАГАЗИНАХ,normal
Я тебя люблю. Ты поджег мою душу. Это не просто искра. Но это пламя. Большое звенящее пламя. ХоХо,normal
"Я позвоню через 20 минут, ок...",normal
Тогда ты попросишь Даррена пойти и забрать тебя... Но я осо сиан tmr haf 2 meet lect...,normal
"наш номер мобильного телефона выиграл 5000 фунтов стерлингов. Чтобы подать заявку, перезвоните нам или позвоните на горячую линию по претензиям по номеру 09050005321.",fraud
"Можете ли вы позвонить мне в 10:10, чтобы убедиться, что я проснулся...",normal
"Ничего, лор... Мне тоже немного скучно... Тогда ты не пойдёшь сегодня домой пораньше и поспишь...",normal
"Я не знаю, можно ли их оценить",normal
"Получил c... Мне лень печатать... Я забыл ü в лекции... Я видел сумку, но вроде бы не очень красиво...",normal
Я опаздываю. я буду там в,normal
"Как поживает мой любимый мальчик? Что он делает, что мешает ему прийти к своей королеве, хммм? Разве ему не хочется поговорить со мной? Скучаешь по мне отчаянно?",normal
"Хорошо, давай, подробности позже...",normal
"okmail: Дорогой Дэйв, это ваше последнее уведомление о получении 4-звездочного отпуска на Тенерифе или денежного вознаграждения №5000! Позвоните по номеру 09061743806 со стационарного телефона. TC SAE Box326 CW25WX 150 стр/мин",fraud
Сегодня Панди присоединился к 4w Technologies. Он получил работу..,normal
"БЕРЕГИТЕСЬ, ПОЗДРАВЛЯЙТЕСЬ СКОРЕЕ",normal
Сколько она заплатила. Суганья.,normal
"Я надеюсь, что это результат того, что вы всегда умны и добры. Начните спрашивать его о ссылках на практикумы, держите ухо востро и всего наилучшего. ттил",normal
"Э-э, да, я буду там в 15:26, извини! Просто скажи мне, в каком пабе/кафе посидеть, и приходи, если сможешь",normal
Не могли бы вы прислать мне номер моей тети,normal
"Да, ammae....в жизни много поворотов, можно только сидеть и пытаться держать руль...",normal
"Блин, ты сможешь прийти сегодня вечером или хочешь просто подождать до завтра",normal
Лмао. Сфотографируй и отправь мне.,normal
"Дорогая, я скучаю по тебе.",normal
"Лол, откуда тебе такие идеи?",normal
"1.20 стоимость звонка. Что, я думаю, неплохо. Скучаю по тебе, ты нужен, хочу тебя, люблю тебя",normal
Первая дама и вторая по роду k.,normal
Большое спасибо за вашу помощь!,normal
Почему она может это получить? Должен ли быть совсем другой обряд угадывания...,normal
ВЫ В ГОРОДЕ? ЭТО В. ВАЖНО,normal
Ты можешь позвонить сейчас...,normal
"Я люблю дешево! Но я с удовольствием выпью вина, если оно поможет тебе почувствовать себя лучше..",normal
Разве не так было в последние дерьмовые выходные?,normal
"Я позвонил, но никто не взял трубку. Я уже спросил их обоих, они сказали ок.",normal
Мне понравился твой новый дом,normal
"Оно остановится само по себе. Однако я предлагаю ей остаться с кем-то, кто сможет дать или за каждый стул.",normal
"Хорошо, держи меня в курсе",normal
"Тебе всегда нужны мои подарки, потому что ты не можешь не любить. «дживитатиле ирулинае неекунна пракасаману снехам» пракасам эннал прабха «Этот мнс прабха - это «ЛЮБОВЬ» Понятно. Не обманывайте меня....",normal
Well you told others you'd marry them...,normal
Ты остаешься в городе?,normal
"Я в Солихалле, | ты хочешь что-нибудь?",normal
Хм... Плохие новости... Студия в Хайп-парке за 700 долларов снята... Остались только 2 спальни - 900 долларов...,normal
Эспланада лор. Где еще...,normal
"хаха, но денег нет, лех... Позже надо идти на обучение... Хаха и ищем свободные места для уроков вождения",normal
"Orange предлагает вам рингтоны от героев чартов всех времен, а каждую неделю вы получаете бесплатный хит! Откройте раздел «Рингтоны и картинки» на WAP. Чтобы больше не получать эти советы, ответьте СТОП.",fraud
"Обожаю это ощущение праздничного понедельника, даже если через час мне придется идти к стоматологу",normal
"Я приеду на машине Карнана. Пожалуйста, подождите до 18:00, и я сразу пойду к врачу.",normal
"О, непреднамеренно, неплохое время. Большой. Пальцами паровозики подыгрывают! Предупрежу за пятнадцать минут.",normal
"Полное разочарование, когда я написал тебе, это было самое безумное дерьмо :(",normal
"Да, мы бы не уходили хотя бы на час, как насчет 4?",normal
"Ха-ха... Звучит безумно, не знаю, можно ли тахан по-другому...",normal
"Да, мы тоже общаемся.",normal
"Привет, ты решил, что 2 получит 4 на его день рождения, если не болен, то просто подари ему ваучер от девственницы или от девственницы",normal
"Да, моего обычного парня нет в городе, но вокруг определенно есть люди, которых я знаю",normal
"В жизни, когда перед тобой стоит выбор. Просто брось монетку, а не потому, что она решит вопрос. Но пока монета в воздухе, ты будешь знать, на что надеется твое сердце. Гудни8",normal
Дхони повезло выиграть какой-нибудь крупный титул. Так что мы победим:),normal
Привет :) наконец-то я закончила курс :),normal
"Привет. С Новым Годом. Я не хочу вмешиваться, но не могли бы вы сообщить мне, сколько вы заплатили за обучение в прошлом семестре и сколько стоит этот семестр? Спасибо",normal
"Ну, боже, я рад, что Джи зря потратил всю ночь на Applebees",normal
"Ответьте, чтобы выиграть 100 фунтов стерлингов еженедельно! Каким профессиональным видом спорта занимается Тайгер Вудс? Отправьте STOP на номер 87239, чтобы завершить обслуживание",fraud
"Есть много моделей... Sony Ericson тоже есть.. &lt;#&gt; ..хорошо, но я забыл модл нет",normal
"«Как только я захочу влюбиться в свои книги, Моя кровать влюбится в меня...!». Йен мадоду, нав прецоргинта, намманна прецовру важно всегда....!!:) Гуд ЕвеБ-).",normal
"Дорогой, тебя пригласили в XCHAT. Это наша последняя попытка связаться с вами! Отправьте сообщение в ЧАТ на номер 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 лет",fraud
Хорошо... Я уже все забронировал... В том числе и в Буги.,normal
"Мое планирование обычно ограничивается фразой «найти травку, покурить травку»",normal
Bloomberg -Центр сообщений +447797706009 Зачем ждать? Подайте заявку на будущую http://карьеру. Bloomberg.com,fraud
"Она оставила это очень расплывчато. Она просто сказала, что сообщит бухгалтеру о задержке аренды и что мне следует обсудить с жилищным агентством возможность снять другое жилье. Но сейчас я проверяю онлайн, и все места вокруг нас &lt;#&gt;  и выше",normal
"Открой дверь, я здесь",normal
"Хорошо, если ты уверен, дай мне знать, когда уйдешь",normal
Так какое решение?,normal
"К.к:) заранее, счастливого понгала.",normal
на номер 80488. Ваши 500 бесплатных текстовых сообщений действительны до 31 декабря 2005 г.,fraud
"Привет, друг, как лучше всего избежать недопонимания с любимым человеком?",normal
Ты сшила ему брюки,normal
Университет Южной Калифорнии.,normal
Вы свободны на вечер 3 июня?,normal
Только декабрь! У вашего мобильного телефона было 11 месяцев+? Вы имеете право бесплатно обновить мобильную версию цветной камеры до последней версии! Позвоните в Mobile Update VCo БЕСПЛАТНО по телефону 08002986906,fraud
"Позвоните по номеру 08702490080 — вам сообщат, что вам следует позвонить на номер 09066358152 и получить приз в размере 5000 фунтов стерлингов. Вам нужно 2 ввести все свои мобильные и личные данные @ подсказки. Осторожный!",fraud
"Обратите внимание: если кто-нибудь звонит с мобильной компании &amp; просит вас ввести # &lt;#&gt;  или # &lt;#&gt; . Не делайте этого. Отключите звонок, потому что это попытка «террориста» воспользоваться сим-картой №. Это подтверждено Nokia n Motorola n подтверждено CNN IBN.",normal
"Так вы, ребята, просите, чтобы я снова купил эти тапочки или они исчезли с прошлого года",normal
"Грустная история мужчины. На прошлой неделе у меня был день рождения. Моя жена не хотела меня. Мои родители забыли, и мои дети тоже. Я пошел на работу. Даже мои Коллеги не хотели.",normal
"Позвони мне, сломай фассьёль! Блэко из Лондона",normal
"Я думаю, тебе следует пойти по пути честности. Позвоните в банк завтра. Именно трудные решения делают нас великими людьми.",normal
Это всего лишь 140 долларов... Остальное как минимум 180 долларов... Это цена 4 и 2 спален (900 долларов),normal
"Моя поездка прошла нормально, но довольно утомительно. Сегодня начинается университет, но для меня это нормально, потому что я не беру никаких модулей, а просто концентрируюсь на своем выпускном проекте.",normal
"В любом случае, где вы и что делаете.",normal
Хорошо... Ваш типичный ответ...,normal
"2 ноутбука... у меня нет инфы, но слишком медленный... мне нужен быстрый",normal
Cbe сейчас действительно хорош :) много магазинов и выставочных залов :) город хорошо формируется.,normal
У тебя был мобильный телефон 11 месяцев? БЕСПЛАТНО обновите новейшие мобильные телефоны Orange с цветной камерой и неограниченное количество звонков по выходным. Позвоните в Mobile Upd8 по бесплатному номеру 08000839402 или 2StopTxt,fraud
Нет. Но мы будем проводить медицинские миссии в Нигерию,normal
"Что-нибудь лор. Просто мы оба, лор.",normal
"500 новых мобильных телефонов 2004 года, ОБЯЗАТЕЛЬНО ПРОЙДИТЕ! Отправьте сообщение: NOKIA на номер: 89545 и заберите свой сегодня! ВСЕГО от 1 фунта стерлингов www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",fraud
С моей сестрой Лор... Мы просто смотрели итальянскую работу.,normal
"ЛУНА пришла, чтобы раскрасить ваши сны, ЗВЕЗДЫ, чтобы сделать их музыкальными, а мои SMS, чтобы подарить вам теплый и спокойный сон. Спокойной ночи",normal
"Дерп. Что еще хуже: чувак, который всегда хочет повеселиться, или чувак, который подает жалобу на трех наркоманов, с которыми живет",normal
"Звоните по номеру 09095350301 и отправляйте наших девушек в эротический экстаз. Всего 60р/мин. Чтобы прекратить текстовые сообщения, позвоните по номеру 08712460324 (натуральная скорость)",fraud
"У меня в сумке нет ни одного твоего файла... я был на работе, когда ты мне позвонил. Я скажу тебе, если найду что-нибудь в своей комнате.",normal
Также Андрос Айс и т. д. и т. п.,normal
"Да, он пришел в 2 и извинялся. Он поссорился, и она вела себя как избалованный ребенок, и он втянулся в это. До 2! Но мы не пойдем туда! Не так уж и плохо, ура. Ты?",normal
"Мой код сортировки — и номер счета — . Банк Натвест. Можете ли вы ответить, чтобы подтвердить, что я отправил это нужному человеку!",normal
"Ага. Что угодно, если ты не хочешь, то все в порядке...",normal
"Я не пойду, у меня есть что-нибудь, если только они не встретятся на 4-м ужине или... Хаха, интересно, кто пойдет в это время...",normal
"Ох... Ичич... К лор, встретимся на днях...",normal
"Он говорит, что позвонит мне, когда у его друга будут деньги, но он определенно купит до конца недели",normal
Когда ты большой..| Бог принесет успех.,normal
"Если вы хотите рамэн, вам следует взять больше куриного бульона, если только я не знаю о нем такого",normal
"Ü придешь за нами, ореди...",normal
Твоя киска идеальна!,normal
Лолнице. Я превратился из рыбы в... воду.?,normal
"Супер. Итак, как вы справляетесь с пробками на острове Виктория? Плюс когда выйдет альбом",normal
"Да, это прямо, чувак",normal
"Хорошо . . сейчас я в автобусе. . Если я приду скоро, иначе я приду завтра",normal
Так что же банк сказал о деньгах?,normal
"Боже мой! Я снова нашла твой номер! Я так рада, ответьте мне xпосле этого сообщения cst std ntwk chg £ 1,50",fraud
"Когда у меня будет что продать, я тебе скажу",normal
"TheMob> Ознакомьтесь с нашей новейшей подборкой контента: игры, мелодии, сплетни, красотки и спорт. Поддерживайте свой мобильный телефон в хорошей форме и отправляйте текстовые сообщения WAP на номер 82468.",fraud
"Итак, вы будете отправлять проект на обряд ТМР?",normal
"У Evry Emotion нет слов. У Evry Wish нет молитв.. Если ты улыбаешься, D. Мир с тобой. В противном случае даже d Drop of Tear не нравится 2. Оставайся с тобой. Так что будь счастлив.. Доброе утро, продолжай улыбаться:-)",normal
Я дома. И во сколько ты доберешься?,normal
Вы никогда не сможете НИЧЕГО сделать,normal
"Ты узнал, во сколько автобус, потому что мне нужно кое-что кое-что уладить.",normal
"Вы эмигрировали или что? Ладно, возможно, 5.30 было немного обнадеживающим...",normal
Почему я проснулся один &gt;:(,normal
Ага... Как ü noe leh...,normal
"ЛОЛ... Нет, просто был занят",normal
"к вашему сведению, я сейчас в США, заглядываю в комнату, когда угодно",normal
"Моя невестка, надеюсь, у тебя отличный месяц. Просто говорю эй. Абиола",normal
"Вы выиграли 1000 фунтов стерлингов наличными или приз в размере 2000 фунтов стерлингов! Чтобы подать заявку, позвоните по номеру 09050000327",fraud
"Джи хочет знать, где ты, черт возьми,",normal
"SPЯнварская мужская распродажа! Горячий гей-чат теперь дешевле, звоните 08709222922. Национальная ставка от 1,5 пенсов в минуту дешево до 7,8 пенсов в минуту в пике! Чтобы прекратить СМС, позвоните по номеру 08712460324 (10р/мин)",fraud
Куплю d вещи сегодня и отправлю вам по почте. У вас есть номер почтового ящика?,normal
Лол нет. Ты можешь мне доверять.,normal
"Сообщу мне, потому что в тот день возвращаюсь из отпуска.  приближается. Dont4get2напиши мне номер.",normal
"Кей, Джейсон говорит, что он будет рядом, так что я буду там, где-то наверху &lt;#&gt;",normal
K:)eng раскачивается в пепле :),normal
"«Если ты скучаешь по кому-то, этот человек определенно для тебя особенный..... Но если человек такой особенный, зачем его скучать, просто оставайся на связи» гдеве..",normal
"Я просто надеюсь, что это правда, что скучаю по мне, потому что я действительно скучаю по нему! Ты еще не сделал ничего, в чем можно было бы чувствовать себя виноватым.",normal
"О да, я могу говорить в формате txt 2, а ты нет! Хм. Вы получили электронное письмо?",normal
"Тогда собери немного денег, и я напишу Джейсону",normal
"Привет, надеюсь, ты получил это сообщение. Путешествие не было удачным, сейчас, я думаю, минут на 50 позже.",normal
Упс. 4 получил этот бит.,normal
Джей становится очень нетерпеливым и агрессивным,normal
"Эта девушка не остается в постели. Этой девочке не нужно время на восстановление. Я лучше потеряю сознание, развлекаясь, чем буду лежать взаперти в постели",normal
"Я добрался до видеозаписи, напечатайте сообщение. Ты так свободен, хочешь 2 помочь мне? Хи... Потому что ты не хочешь посмотреть «Адские дела», так что приглашай тебя. Спрашиваю Шухуэй Осо.",normal
Пракеш там знает.,normal
"Я только добрался до дома. Сначала я иду купаться. Но моя сестра, пользующаяся сетью, сообщит тебе, когда закончит...",normal
"Ха... Ты только что съел мёд, а? Так мило...",normal
"О, это? Пришлите мне адрес",normal
"Самые горячие фотографии прямо на ваш телефон!! Смотри, как я промокаю и хочу, только для тебя. Отправьте сообщение с ФОТО на номер 89555 прямо сейчас! txt стоит 150p textoperator g696ga 18 XxX",fraud
"Usf, я думаю, можно было бы взять и 1 машину",normal
"Большой. Я сейчас в церкви, позвоню, когда выйду",normal
"Мужчинам всегда нужен красивая, умная, заботливая, любящая, готовая к сотрудничеству жена. Но закон разрешает только одну жену....",normal
"О да, да. Я помню да. .",normal
"Величайшее испытание мужества на земле – это пережить поражение, не падая духом....gn tc",normal
Собираюсь на ужин. Отправлю тебе после.,normal
ВЫИГРАЙТЕ годовой запас компакт-дисков 4 в магазине по вашему выбору на сумму £500 и принимайте участие в еженедельном розыгрыше £100 TXT MUSIC на 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,fraud
"Обычно организм заботится об этом, следя за тем, чтобы оно не прогрессировало. Можем ли мы, пожалуйста, продолжить этот разговор в субботу?",normal
"Ты говоришь, лех... Конечно, ничего не происходит. Не говорю, что это романтично, просто немного лор. Я думаю, что бесконечные пейзажи не так уж и хороши.",normal
Понимать. его потеря - моя выгода :) так ты работаешь? Школа?,normal
"Что мы будем делать в душе, детка?",normal
"Его друзья идут, затем он в лор. Не один, с мамой и сестрой.",normal
"Клиентский центр, я позвоню вам, сэр.",normal
"Скажи мне, пап. Как болит де.",normal
"Ох, я не хочу вставать с кровати. Здесь так тепло.",normal
Это должно занять около &lt;#&gt;  мин,normal
"Да, нет необходимости. Я просто подожду, дождь 2 остановится.",normal
Сдэй только присоединился.так что обучение у нас началось сегодня:),normal
"Привет, напиши мне :) я в офисе..",normal
я хочу схватить твою хорошенькую попку :),normal
Если вы мне поверите. Приходите ко мне домой.,normal
"Нашел, ENC &lt;#&gt; , где ты?",normal
Оставь это. Ты всегда будешь невежественным.,normal
"Думаю, ты мог бы быть таким же хорошим оправданием, как и любое другое, лол.",normal
Направляйтесь к остановке автобуса,normal
Warner Village 83118 C Колин Фаррелл в SWAT на этих выходных @Warner Village и получите 1 бесплатную мед. Попкорн! Просто покажите msg+ticket@kiosk. Действителен с 4 по 7 декабря. C t&c @kiosk. Ответить SONY 4 mre предлагает пленку,fraud
"Хорошо... Спасибо... Боже, и мне 2 ночи...",normal
Моя дорогая сестра. Как дела. Когда возобновится учеба в школе. Существует ли минимальный период ожидания перед повторной подачей заявки? Берегите себя,normal
"В нашей службе знакомств с вами связался кто-то из ваших знакомых! Чтобы узнать, кто это, позвоните со стационарного телефона 09050000928. PoBox45W2TG150P",fraud
Часто обновляйте свой статус в Facebook :),normal
Я уже дошёл до сч...,normal
Оставь это де :-). Начало Готовьтесь к следующему:-)..,normal
"В любом случае, окликни меня, когда ты будешь рядом, потому что мне нужен повод, чтобы нападать на людей в Сарасоте.",normal
Это просто чудо.,normal
"Хорошо, я спрошу нескольких своих соседей по комнате",normal
"Хотите новейшую видеотелефон? 750 в любое время в любой сети минут? Аренда лески за полцены? Ответьте или позвоните по телефону 08000930705, чтобы заказать доставку завтра",fraud
"Хорошо. Может быть позже, около 8-8:30, если хотите + выпейте раньше. Если вы не возражаете, мы бы предпочли не тратить деньги ни на что, например, на следующую неделю.",normal
"Извини, что вчера вечером я сорвался, с моим соседом по комнате серьезно что-то не так, что ты делаешь сегодня вечером?",normal
"Никаких кубиков, класс рисования с 6 по 9 :( Спасибо. Есть идеи, во сколько мне прийти завтра?",normal
Да.у него хороший крикетный ум,normal
"В зале экзамена мальчик спросил девушку. Назовите мне начальный термин для этого ответа. Тогда я смогу справиться самостоятельно. После долгих колебаний и молчания, оглядываясь вокруг, она сказала ЭТО! intha ponnungale ipaditan;)",normal
"Не совсем, чувак, боюсь, у меня нет друзей :(",normal
"Дорогой :-/ почему у тебя плохое настроение. Я не умею водить машину, поэтому я, брат, веду машину",normal
Вчера это было только со мной. Сейчас иду домой.,normal
"Айя, ок, пока есть улучшения, уже можно смотреть...",normal
"ГЕНТ! Мы пытаемся связаться с вами. Розыгрыш прошлых выходных показывает, что вы ГАРАНТИРОВАННО выиграли приз в размере 1000 фунтов стерлингов. Позвоните по телефону 09064012160. Код претензии K52. Действует только 12 часов. 150 стр/мин",fraud
"ПОСМОТРИТЕ НА ЧЁРНОЕ ВРЕМЯ. ЧТО, ТЫ, ДУМАЕШЬ, ПРОИСХОДИТ",normal
Ему нужно перестать ложиться спать и заняться этим чертовым делом.,normal
Это сообщение отправлено вам компанией GMW Ltd. и не связано с,fraud
"В Чайнатауне есть каша, рис в глиняных горшочках, пирог с бататом, рыбья голова... Либо мы едим дешево в кафе, либо идем в Нью-Йорк или что-то в этом роде...",normal
"Меня арестовали за хранение, я вас не ругаю, &lt;TIME&gt;  вечер",normal
Рофл. Это соответствует своему названию,normal
Срочный! позвоните по номеру 09066612661 со стационарного телефона. Ваш дополнительный 4-звездочный отель Tenerife Holiday или £10 000 наличными в ожидании получения. Условия SAE PO Box 3 WA14 2PX 150 стр./мин 18+ Отправитель: Hol Offer,fraud
"Мед ? Дорогой ? Милый ? Сексуальные булочки? Сахарная слива? Любовник? Я скучаю по тебе, малышка... *хлопает себя по заднице* Ты тоже ходил в спортзал?",normal
Мне нравится смотреть и играть в футбол и баскетбол. Что-нибудь на открытом воздухе. А ты?,normal
"Играешь в космический покер, а?",normal
Большой! Как офис сегодня?,normal
", как дела? Просто быстрый вопрос.",normal
Где мой мальчик? :-(,normal
По дороге в офис да..,normal
К.к:)апо к.хороший фильм.,normal
"«С Днем святого Валентина» Я знаю, что еще рано, но у меня есть сотни красавчиков и красавиц, которых я могу пожелать. Вот я и подумал прикончить тетушек и дядюшек первым...",normal
"Почему я не... Да, я подстригся...",normal
"Что ты запланировал для своей возлюбленной, не так ли?",normal
"Поздравляем, ВЫ ВЫИГРАЛИ. Вы стали победителем августовского розыгрыша приза в размере 1000 фунтов стерлингов. Позвоните по номеру 09066660100 СЕЙЧАС. Призовой код 2309.",fraud
"Я не знаю, почему она не получает твоих сообщений",normal
"О, тогда твой телефон позвонил мне, но отключился",normal
Я в классе. Вы получили мое сообщение?,normal
Выйдешь сегодня вечером в Интернет,normal
Равийог Периферийные устройства бхаяндар восток,normal
"Угадайте, кто я? Я впервые создал веб-страницу WWW.ASJESUS.COM и прочитал все, что я написал. Я жду ваших мнений. Я хочу быть твоим другом 1/1",fraud
"Пожалуйста, защитите себя от электронных угроз. SIB никогда не запрашивает конфиденциальную информацию, такую ​​​​как пароли, PIN-код банкомата / SMS, по электронной почте. Никогда и никому не сообщайте свой пароль.",normal
Вам нужен жирный фонарь 2 или BB,normal
"Позвоните по номеру 09094100151, чтобы использовать свои минуты! Звонки кастомные 10р/мин (моб разный). Услуга предоставляется AOM всего за 5 фунтов стерлингов в месяц. AOM Box61,M60 1ER, пока не остановишься. Только возраст 18+!",fraud
